code_module,code_presentation,id_student,gender,region,highest_education,imd_band,age_group,age_band,num_of_prev_attempts,studied_credits,disability,final_result,date_registration,completed_mooc
FFF,2013J,567223,1,Yorkshire Region,2,20-30%,1,0-35,0,120,1,Fail,-136,1
FFF,2013J,567312,1,West Midlands Region,3,Oct-20,2,35-55,0,60,1,Pass,-96,1
FFF,2013J,567676,1,Wales,2,Oct-20,1,0-35,0,90,1,Fail,-53,1
FFF,2013J,567880,1,Scotland,2,Oct-20,1,0-35,0,90,1,Fail,-185,1
FFF,2013J,567888,1,South East Region,,90-100%,2,35-55,0,60,1,Distinction,-156,1
FFF,2013J,567901,1,London Region,2,Oct-20,1,0-35,0,135,1,Pass,-191,1
FFF,2013J,568084,1,East Midlands Region,3,20-30%,1,0-35,0,120,1,Pass,-31,1
FFF,2013J,568132,1,North Region,3,40-50%,1,0-35,0,60,1,Pass,-144,1
FFF,2013J,568153,1,East Anglian Region,3,90-100%,1,0-35,0,60,1,Pass,-67,1
FFF,2013J,568184,1,Ireland,2,70-80%,1,0-35,0,60,1,Fail,-24,1
FFF,2013J,568204,1,Scotland,3,40-50%,2,35-55,0,90,1,Fail,-149,1
FFF,2013J,568207,1,West Midlands Region,3,50-60%,1,0-35,0,60,2,Pass,-30,1
FFF,2013J,568234,1,North Western Region,2,40-50%,1,0-35,0,90,1,Pass,-117,1
FFF,2013J,568333,1,South West Region,2,40-50%,1,0-35,0,120,2,Pass,-123,1
FFF,2013J,568381,1,North Western Region,3,30-40%,1,0-35,0,60,2,Fail,-96,1
FFF,2013J,568444,1,Scotland,2,0-10%,1,0-35,0,60,1,Withdrawn,-28,0
FFF,2013J,568450,1,South East Region,3,30-40%,1,0-35,0,60,1,Pass,-195,1
FFF,2013J,568551,2,West Midlands Region,3,Oct-20,1,0-35,0,90,1,Pass,-62,1
FFF,2013J,568592,1,East Midlands Region,2,50-60%,2,35-55,0,120,1,Fail,-53,1
FFF,2013J,568602,1,West Midlands Region,3,Oct-20,1,0-35,0,90,2,Withdrawn,-195,0
FFF,2013J,568644,1,East Midlands Region,3,20-30%,1,0-35,0,60,1,Pass,-44,1
FFF,2013J,568763,1,London Region,3,70-80%,1,0-35,0,120,1,Fail,-38,1
FFF,2013J,568767,1,South West Region,2,30-40%,1,0-35,0,60,1,Fail,-32,1
FFF,2013J,568774,1,West Midlands Region,3,Oct-20,1,0-35,0,120,1,Pass,-170,1
FFF,2013J,568857,2,North Region,2,,1,0-35,0,120,2,Withdrawn,-35,0
FFF,2013J,568910,1,South Region,,40-50%,1,0-35,0,60,1,Fail,-81,1
FFF,2013J,568987,2,South Region,3,Oct-20,1,0-35,0,120,1,Withdrawn,-194,0
FFF,2013J,568998,1,South Region,3,50-60%,1,0-35,0,120,2,Withdrawn,-121,0
FFF,2013J,569016,1,West Midlands Region,2,0-10%,2,35-55,0,60,1,Pass,-59,1
FFF,2013J,569070,1,East Anglian Region,2,50-60%,1,0-35,0,60,1,Withdrawn,-150,0
FFF,2013J,569107,1,South East Region,2,80-90%,2,35-55,0,60,1,Pass,-74,1
FFF,2013J,569132,1,South East Region,2,80-90%,1,0-35,0,120,1,Fail,-149,1
FFF,2013J,569167,1,East Anglian Region,,70-80%,1,0-35,0,60,1,Pass,-195,1
FFF,2013J,569474,1,Yorkshire Region,2,30-40%,2,35-55,0,60,1,Pass,-149,1
FFF,2013J,569507,2,South Region,3,80-90%,2,35-55,0,60,1,Pass,-132,1
FFF,2013J,569566,1,South Region,3,50-60%,2,35-55,0,60,1,Pass,-30,1
FFF,2013J,569609,2,West Midlands Region,3,70-80%,1,0-35,0,120,1,Pass,-124,1
FFF,2013J,569625,1,Scotland,3,60-70%,2,35-55,0,60,1,Pass,-196,1
FFF,2013J,569712,1,South Region,2,50-60%,2,35-55,0,120,2,Distinction,-149,1
FFF,2013J,569807,1,Yorkshire Region,3,20-30%,1,0-35,0,60,1,Withdrawn,-164,0
FFF,2013J,569994,2,London Region,2,70-80%,1,0-35,0,120,1,Fail,-63,1
FFF,2013J,570004,1,East Anglian Region,2,80-90%,1,0-35,0,180,2,Withdrawn,-101,0
FFF,2013J,570023,1,West Midlands Region,1,0-10%,1,0-35,0,60,1,Withdrawn,-102,0
FFF,2013J,570061,2,South West Region,2,30-40%,1,0-35,0,180,2,Pass,-95,1
FFF,2013J,570213,1,South Region,3,70-80%,2,35-55,0,60,1,Fail,-81,1
FFF,2013J,570280,1,Ireland,3,90-100%,1,0-35,0,60,1,Withdrawn,-45,0
FFF,2013J,570428,1,North Western Region,3,20-30%,1,0-35,0,120,1,Pass,-149,1
FFF,2013J,570455,1,Wales,2,30-40%,2,35-55,0,60,1,Pass,-28,1
FFF,2013J,570515,1,Ireland,2,,2,35-55,0,60,1,Fail,-158,1
FFF,2013J,570517,1,South West Region,3,Oct-20,1,0-35,0,75,1,Pass,-49,1
FFF,2013J,570550,1,East Midlands Region,3,50-60%,1,0-35,0,120,1,Fail,-150,1
FFF,2013J,570689,1,East Midlands Region,3,90-100%,1,0-35,0,60,1,Withdrawn,-143,0
FFF,2013J,570717,1,North Western Region,2,50-60%,2,35-55,0,120,2,Pass,-195,1
FFF,2013J,570732,1,East Midlands Region,2,90-100%,1,0-35,0,60,1,Distinction,-179,1
FFF,2013J,570807,2,North Region,3,,1,0-35,0,90,1,Distinction,-28,1
FFF,2013J,570878,1,South Region,2,50-60%,1,0-35,0,120,1,Fail,-149,1
FFF,2013J,570978,2,West Midlands Region,3,70-80%,1,0-35,0,120,1,Pass,-193,1
FFF,2013J,571019,1,West Midlands Region,2,80-90%,1,0-35,0,60,1,Distinction,-149,1
FFF,2013J,571022,1,West Midlands Region,3,0-10%,1,0-35,0,60,1,Pass,-183,1
FFF,2013J,571044,2,North Western Region,2,30-40%,2,35-55,0,90,1,Withdrawn,-144,0
FFF,2013J,571079,1,South East Region,3,40-50%,1,0-35,0,60,1,Withdrawn,-38,0
FFF,2013J,571117,1,Yorkshire Region,2,0-10%,2,35-55,0,60,1,Fail,-35,1
FFF,2013J,571355,1,Ireland,3,80-90%,1,0-35,0,60,1,Pass,-158,1
FFF,2013J,571363,1,North Western Region,3,90-100%,1,0-35,0,120,1,Fail,-129,1
FFF,2013J,571490,1,London Region,2,20-30%,1,0-35,0,60,1,Pass,-35,1
FFF,2013J,571575,2,London Region,2,Oct-20,1,0-35,0,150,1,Withdrawn,-58,0
FFF,2013J,571612,1,Wales,2,50-60%,1,0-35,0,120,2,Withdrawn,-53,0
FFF,2013J,571622,1,North Western Region,3,Oct-20,1,0-35,0,60,1,Pass,-123,1
FFF,2013J,571630,1,Yorkshire Region,3,30-40%,2,35-55,0,120,1,Withdrawn,-144,0
FFF,2013J,571638,1,Scotland,2,40-50%,1,0-35,0,60,1,Fail,-99,1
FFF,2013J,571650,1,London Region,2,20-30%,1,0-35,0,120,1,Pass,-196,1
FFF,2013J,571702,1,North Western Region,2,50-60%,2,35-55,0,90,1,Withdrawn,-185,0
FFF,2013J,571757,1,West Midlands Region,3,Oct-20,1,0-35,0,60,1,Fail,-156,1
FFF,2013J,571800,1,West Midlands Region,2,20-30%,1,0-35,0,60,1,Pass,-143,1
FFF,2013J,571802,2,North Western Region,2,Oct-20,1,0-35,0,60,1,Fail,-144,1
FFF,2013J,571828,1,South West Region,2,90-100%,1,0-35,0,60,1,Pass,-149,1
FFF,2013J,571831,1,North Western Region,2,80-90%,1,0-35,0,60,1,Pass,-196,1
FFF,2013J,571844,1,Yorkshire Region,2,Oct-20,1,0-35,0,180,1,Withdrawn,-109,0
FFF,2013J,571859,2,South West Region,2,60-70%,1,0-35,0,60,1,Pass,-144,1
FFF,2013J,571862,1,North Region,3,70-80%,1,0-35,0,60,1,Distinction,-149,1
FFF,2013J,571893,1,London Region,3,0-10%,1,0-35,0,90,1,Pass,-117,1
FFF,2013J,571926,1,North Western Region,3,30-40%,1,0-35,0,90,1,Pass,-195,1
FFF,2013J,571927,2,London Region,2,40-50%,1,0-35,0,60,1,Fail,-149,1
FFF,2013J,571935,1,Yorkshire Region,3,20-30%,1,0-35,0,90,1,Withdrawn,-154,1
FFF,2013J,571973,1,London Region,2,20-30%,1,0-35,0,60,1,Fail,-196,1
FFF,2013J,571994,1,North Western Region,3,50-60%,1,0-35,0,60,1,Withdrawn,-195,0
FFF,2013J,572003,1,North Region,3,Oct-20,2,35-55,0,120,1,Pass,-149,1
FFF,2013J,572011,1,North Western Region,3,20-30%,1,0-35,0,60,1,Pass,-195,1
FFF,2013J,572036,1,East Midlands Region,2,20-30%,1,0-35,0,120,1,Pass,-67,1
FFF,2013J,572047,1,East Anglian Region,2,30-40%,1,0-35,0,60,1,Fail,-72,1
FFF,2013J,572053,1,London Region,,20-30%,1,0-35,0,120,1,Distinction,-184,1
FFF,2013J,572071,1,East Midlands Region,2,70-80%,1,0-35,0,60,1,Withdrawn,-92,0
FFF,2013J,572076,1,Scotland,2,20-30%,1,0-35,0,120,1,Fail,-162,1
FFF,2013J,572116,1,Wales,3,Oct-20,1,0-35,0,120,1,Fail,-173,1
FFF,2013J,572124,1,North Western Region,3,40-50%,2,35-55,0,120,1,Pass,-67,1
FFF,2013J,572125,1,East Anglian Region,2,50-60%,1,0-35,0,120,1,Pass,-60,1
FFF,2013J,572128,1,East Anglian Region,3,Oct-20,1,0-35,0,60,1,Withdrawn,-138,0
FFF,2013J,572179,1,Scotland,2,40-50%,1,0-35,0,90,2,Withdrawn,-65,0
FFF,2013J,572199,1,London Region,2,Oct-20,1,0-35,0,60,1,Fail,-72,1
FFF,2013J,572209,1,South West Region,2,Oct-20,2,35-55,0,180,2,Withdrawn,-59,0
FFF,2013J,572213,2,East Anglian Region,,90-100%,1,0-35,0,60,1,Withdrawn,-191,0
FFF,2013J,572250,1,East Anglian Region,3,90-100%,1,0-35,0,120,1,Pass,-144,1
FFF,2013J,572265,1,London Region,3,30-40%,1,0-35,0,150,1,Withdrawn,-73,0
FFF,2013J,572270,1,North Western Region,3,Oct-20,1,0-35,0,150,1,Fail,-102,1
FFF,2013J,572274,2,East Anglian Region,3,40-50%,1,0-35,0,120,1,Pass,-148,1
FFF,2013J,572304,1,East Anglian Region,3,50-60%,1,0-35,0,60,1,Fail,-157,1
FFF,2013J,572346,1,South Region,3,90-100%,1,0-35,0,90,1,Fail,-130,1
FFF,2013J,572397,1,Yorkshire Region,2,60-70%,1,0-35,0,60,1,Pass,-101,1
FFF,2013J,572410,1,Wales,,40-50%,1,0-35,0,60,1,Pass,-172,1
FFF,2013J,572493,2,Yorkshire Region,2,0-10%,1,0-35,0,120,1,Fail,-85,1
FFF,2013J,572505,1,North Western Region,2,60-70%,1,0-35,0,60,1,Pass,-53,1
FFF,2013J,572532,1,South West Region,2,20-30%,1,0-35,0,60,1,Withdrawn,-195,0
FFF,2013J,572554,1,South East Region,2,20-30%,1,0-35,0,60,1,Withdrawn,-195,0
FFF,2013J,572560,1,East Anglian Region,2,70-80%,2,35-55,0,60,1,Pass,-106,1
FFF,2013J,572584,1,London Region,2,50-60%,2,35-55,0,60,1,Pass,-121,1
FFF,2013J,572588,1,South East Region,3,50-60%,1,0-35,0,60,1,Distinction,-89,1
FFF,2013J,572589,2,East Midlands Region,2,50-60%,1,0-35,0,60,1,Withdrawn,-149,0
FFF,2013J,572634,1,South Region,3,40-50%,1,0-35,0,120,1,Pass,-148,1
FFF,2013J,572702,2,East Anglian Region,2,40-50%,1,0-35,0,120,1,Pass,-193,1
FFF,2013J,572718,1,East Anglian Region,2,20-30%,1,0-35,0,120,2,Fail,-144,1
FFF,2013J,572769,2,North Western Region,2,40-50%,1,0-35,0,120,1,Pass,-149,1
FFF,2013J,572783,1,North Western Region,,80-90%,2,35-55,0,60,1,Pass,-193,1
FFF,2013J,572816,1,East Midlands Region,2,30-40%,1,0-35,0,120,1,Withdrawn,-38,0
FFF,2013J,572845,1,Yorkshire Region,3,50-60%,1,0-35,0,60,1,Distinction,-185,1
FFF,2013J,572860,2,London Region,1,Oct-20,1,0-35,0,120,1,Pass,-148,1
FFF,2013J,572871,1,North Western Region,3,20-30%,1,0-35,0,90,1,Withdrawn,-144,0
FFF,2013J,572910,1,North Western Region,2,Oct-20,1,0-35,0,60,1,Withdrawn,-191,1
FFF,2013J,572981,1,Wales,3,Oct-20,1,0-35,0,90,1,Withdrawn,-190,0
FFF,2013J,573007,1,Ireland,2,70-80%,1,0-35,0,90,1,Withdrawn,-71,0
FFF,2013J,573093,1,South East Region,3,70-80%,2,35-55,0,90,1,Pass,-191,1
FFF,2013J,573150,1,East Anglian Region,2,0-10%,2,35-55,0,60,1,Fail,-107,1
FFF,2013J,573152,1,Yorkshire Region,3,20-30%,1,0-35,0,60,1,Pass,-30,1
FFF,2013J,573166,1,West Midlands Region,3,30-40%,1,0-35,0,90,1,Pass,-92,1
FFF,2013J,573173,1,South Region,2,80-90%,1,0-35,0,60,1,Pass,-149,1
FFF,2013J,573199,1,Yorkshire Region,3,50-60%,1,0-35,0,120,1,Fail,-127,1
FFF,2013J,573224,1,Ireland,3,90-100%,1,0-35,0,120,1,Distinction,-59,1
FFF,2013J,573245,1,South West Region,2,90-100%,1,0-35,0,60,1,Fail,-138,1
FFF,2013J,573280,1,East Midlands Region,2,80-90%,1,0-35,0,60,1,Fail,-138,1
FFF,2013J,573291,1,South Region,3,50-60%,2,35-55,0,60,1,Withdrawn,-150,0
FFF,2013J,573317,1,Scotland,3,80-90%,1,0-35,0,60,1,Fail,-43,1
FFF,2013J,573434,1,London Region,2,40-50%,1,0-35,0,60,1,Pass,-190,1
FFF,2013J,573467,1,Wales,3,70-80%,1,0-35,0,90,1,Pass,-90,1
FFF,2013J,573481,1,South West Region,3,Oct-20,1,0-35,0,120,1,Withdrawn,-191,0
FFF,2013J,573639,1,South Region,3,30-40%,1,0-35,0,60,1,Pass,-124,1
FFF,2013J,573674,1,Ireland,3,Oct-20,1,0-35,0,60,1,Fail,-85,1
FFF,2013J,573678,1,Ireland,3,90-100%,1,0-35,0,70,2,Pass,-58,1
FFF,2013J,573696,1,London Region,3,0-10%,1,0-35,0,90,1,Fail,-100,1
FFF,2013J,573697,2,South Region,,70-80%,1,0-35,0,180,1,Withdrawn,-144,0
FFF,2013J,573704,1,Wales,2,60-70%,1,0-35,0,90,1,Pass,-136,1
FFF,2013J,573766,1,Yorkshire Region,,60-70%,1,0-35,0,60,1,Fail,-127,1
FFF,2013J,573860,1,South West Region,2,30-40%,1,0-35,0,60,1,Fail,-191,1
FFF,2013J,573864,1,South West Region,3,60-70%,3,55<=,0,240,1,Pass,-59,1
FFF,2013J,573900,1,Ireland,2,,1,0-35,0,90,1,Pass,-31,1
FFF,2013J,573901,1,Ireland,,80-90%,1,0-35,0,60,1,Fail,-144,1
FFF,2013J,573922,1,North Region,3,80-90%,1,0-35,0,90,1,Withdrawn,-149,0
FFF,2013J,573951,1,East Anglian Region,2,40-50%,1,0-35,0,90,1,Pass,-148,1
FFF,2013J,574056,1,West Midlands Region,2,90-100%,1,0-35,0,60,1,Fail,-190,1
FFF,2013J,574070,2,South East Region,2,90-100%,1,0-35,0,60,1,Pass,-109,1
FFF,2013J,574078,1,London Region,3,0-10%,1,0-35,0,60,1,Pass,-190,1
FFF,2013J,574207,1,London Region,2,0-10%,1,0-35,0,120,1,Pass,-136,1
FFF,2013J,574232,1,London Region,3,70-80%,1,0-35,0,240,1,Withdrawn,-101,0
FFF,2013J,574237,1,South West Region,3,30-40%,1,0-35,0,90,2,Withdrawn,-149,0
FFF,2013J,574245,1,West Midlands Region,2,30-40%,1,0-35,0,150,1,Fail,-72,1
FFF,2013J,574282,1,London Region,3,70-80%,2,35-55,0,90,1,Withdrawn,-29,0
FFF,2013J,574283,1,South Region,3,20-30%,2,35-55,0,120,1,Pass,-149,1
FFF,2013J,574305,2,South Region,3,80-90%,1,0-35,0,60,1,Withdrawn,-88,0
FFF,2013J,574315,1,North Western Region,3,0-10%,2,35-55,0,120,1,Distinction,-144,1
FFF,2013J,574382,1,North Western Region,3,30-40%,2,35-55,0,60,1,Fail,-148,1
FFF,2013J,574418,1,Ireland,2,,1,0-35,0,60,1,Pass,-185,1
FFF,2013J,574446,1,South Region,2,90-100%,1,0-35,0,120,1,Distinction,-144,1
FFF,2013J,574470,1,South Region,3,70-80%,1,0-35,0,60,1,Withdrawn,-141,0
FFF,2013J,574534,1,East Midlands Region,2,Oct-20,1,0-35,0,120,1,Pass,-67,1
FFF,2013J,574551,1,Scotland,3,40-50%,1,0-35,0,90,1,Pass,-107,1
FFF,2013J,574570,1,London Region,3,50-60%,1,0-35,0,60,1,Pass,-153,1
FFF,2013J,574664,1,East Anglian Region,2,80-90%,1,0-35,0,120,1,Fail,-149,1
FFF,2013J,574681,1,East Anglian Region,2,60-70%,1,0-35,0,60,1,Pass,-134,1
FFF,2013J,574683,1,Yorkshire Region,3,20-30%,1,0-35,0,120,1,Fail,-44,1
FFF,2013J,574695,1,Scotland,2,90-100%,2,35-55,0,60,1,Withdrawn,-87,0
FFF,2013J,574722,1,London Region,2,20-30%,1,0-35,0,60,1,Pass,-60,1
FFF,2013J,574732,2,Wales,2,70-80%,1,0-35,0,60,1,Pass,-144,1
FFF,2013J,574735,1,Yorkshire Region,2,40-50%,2,35-55,0,60,1,Withdrawn,-95,0
FFF,2013J,574737,1,East Anglian Region,3,40-50%,1,0-35,0,120,1,Withdrawn,-74,1
FFF,2013J,574815,1,South Region,2,90-100%,1,0-35,0,180,1,Withdrawn,-184,0
FFF,2013J,574820,1,East Anglian Region,3,70-80%,1,0-35,0,60,1,Withdrawn,-81,0
FFF,2013J,574845,1,South West Region,2,Oct-20,1,0-35,0,90,1,Pass,-113,1
FFF,2013J,574856,1,Wales,2,20-30%,1,0-35,0,60,1,Fail,-93,1
FFF,2013J,574871,1,South East Region,3,0-10%,1,0-35,0,60,1,Withdrawn,-134,0
FFF,2013J,574874,1,London Region,3,50-60%,1,0-35,0,120,1,Distinction,-185,1
FFF,2013J,574919,2,Wales,2,0-10%,1,0-35,0,150,1,Withdrawn,-174,0
FFF,2013J,574950,1,Yorkshire Region,3,0-10%,1,0-35,0,60,1,Withdrawn,-136,0
FFF,2013J,574955,1,North Region,2,20-30%,1,0-35,0,120,1,Fail,-46,1
FFF,2013J,575003,1,Scotland,2,90-100%,1,0-35,0,90,1,Withdrawn,-107,0
FFF,2013J,575019,2,North Region,2,20-30%,1,0-35,0,120,1,Withdrawn,-100,1
FFF,2013J,575039,1,West Midlands Region,3,70-80%,2,35-55,0,60,1,Pass,-16,1
FFF,2013J,575186,1,East Midlands Region,3,60-70%,1,0-35,0,120,1,Pass,-148,1
FFF,2013J,575265,1,Yorkshire Region,2,0-10%,1,0-35,0,60,1,Pass,-149,1
FFF,2013J,575282,2,Wales,3,Oct-20,1,0-35,0,120,1,Fail,-12,1
FFF,2013J,575372,1,London Region,3,Oct-20,1,0-35,0,120,1,Pass,-184,1
FFF,2013J,575459,1,Yorkshire Region,2,0-10%,1,0-35,0,240,2,Withdrawn,-117,0
FFF,2013J,575476,1,North Western Region,2,50-60%,1,0-35,0,60,1,Withdrawn,-149,0
FFF,2013J,575512,1,North Region,3,Oct-20,1,0-35,0,120,1,Pass,-184,1
FFF,2013J,575533,1,London Region,3,20-30%,1,0-35,0,60,1,Withdrawn,-30,1
FFF,2013J,575655,1,London Region,2,Oct-20,1,0-35,0,120,1,Withdrawn,-183,0
FFF,2013J,575678,1,Scotland,3,90-100%,1,0-35,0,60,1,Pass,-71,1
FFF,2013J,575797,1,Wales,2,60-70%,1,0-35,0,120,1,Pass,-164,1
FFF,2013J,575822,1,Yorkshire Region,2,70-80%,1,0-35,0,120,1,Fail,-113,1
FFF,2013J,575875,2,Scotland,3,20-30%,1,0-35,0,150,1,Withdrawn,-107,0
FFF,2013J,575919,1,Wales,2,0-10%,1,0-35,0,60,1,Fail,-38,1
FFF,2013J,575941,1,North Western Region,3,40-50%,1,0-35,0,90,1,Withdrawn,-148,0
FFF,2013J,575956,1,Scotland,2,Oct-20,1,0-35,0,60,1,Pass,-65,1
FFF,2013J,576032,1,Scotland,2,70-80%,2,35-55,0,60,1,Fail,-179,1
FFF,2013J,576088,2,West Midlands Region,2,0-10%,2,35-55,0,60,1,Fail,-96,1
FFF,2013J,576097,1,North Region,3,70-80%,1,0-35,0,60,1,Pass,-65,1
FFF,2013J,576107,1,West Midlands Region,3,30-40%,1,0-35,0,120,1,Pass,-117,1
FFF,2013J,576205,2,Yorkshire Region,2,70-80%,1,0-35,0,60,1,Pass,-138,1
FFF,2013J,576229,1,East Midlands Region,2,30-40%,1,0-35,0,60,1,Pass,-38,1
FFF,2013J,576281,1,East Midlands Region,2,80-90%,1,0-35,0,90,1,Fail,-144,1
FFF,2013J,576390,1,London Region,2,20-30%,1,0-35,0,60,1,Fail,-59,1
FFF,2013J,576399,1,Yorkshire Region,2,20-30%,1,0-35,0,60,1,Pass,-149,1
FFF,2013J,576417,1,Wales,2,70-80%,1,0-35,0,60,1,Fail,-165,1
FFF,2013J,576423,1,London Region,3,Oct-20,1,0-35,0,240,1,Fail,-65,1
FFF,2013J,576431,1,London Region,3,60-70%,1,0-35,0,90,1,Pass,-127,1
FFF,2013J,576433,1,East Anglian Region,3,60-70%,1,0-35,0,60,1,Distinction,-32,1
FFF,2013J,576466,1,Scotland,3,Oct-20,1,0-35,0,90,2,Withdrawn,-65,0
FFF,2013J,576512,1,South Region,3,50-60%,1,0-35,0,90,1,Fail,-22,1
FFF,2013J,576518,1,London Region,3,30-40%,1,0-35,0,60,1,Pass,-144,1
FFF,2013J,576568,1,South West Region,3,60-70%,1,0-35,0,60,1,Pass,-144,1
FFF,2013J,576670,1,East Midlands Region,2,Oct-20,1,0-35,0,90,1,Withdrawn,-149,1
FFF,2013J,576672,1,East Midlands Region,3,90-100%,1,0-35,0,60,1,Pass,-149,1
FFF,2013J,576681,1,North Region,3,0-10%,1,0-35,0,60,2,Withdrawn,-149,0
FFF,2013J,576704,1,North Region,2,,1,0-35,0,60,1,Pass,-144,1
FFF,2013J,576765,1,South Region,,90-100%,1,0-35,0,60,1,Fail,-32,1
FFF,2013J,576780,1,East Anglian Region,3,30-40%,1,0-35,0,120,1,Distinction,-90,1
FFF,2013J,576789,1,Ireland,2,,2,35-55,0,60,1,Pass,-59,1
FFF,2013J,576791,1,North Region,,40-50%,1,0-35,0,120,1,Distinction,-127,1
FFF,2013J,576813,1,London Region,2,30-40%,1,0-35,0,60,1,Pass,-134,1
FFF,2013J,576856,1,East Midlands Region,2,50-60%,1,0-35,0,60,1,Fail,-177,1
FFF,2013J,576888,1,South West Region,2,50-60%,1,0-35,0,120,1,Pass,-149,1
FFF,2013J,576921,2,East Midlands Region,3,40-50%,1,0-35,0,60,1,Distinction,-172,1
FFF,2013J,576943,2,South Region,3,50-60%,2,35-55,0,60,1,Withdrawn,-146,0
FFF,2013J,576972,1,South Region,3,80-90%,1,0-35,0,120,1,Withdrawn,-127,0
FFF,2013J,577042,1,North Western Region,3,0-10%,1,0-35,0,60,1,Pass,-144,1
FFF,2013J,577149,1,Wales,3,60-70%,1,0-35,0,60,1,Pass,-92,1
FFF,2013J,577222,2,Scotland,3,Oct-20,1,0-35,0,90,1,Distinction,-107,1
FFF,2013J,577371,1,North Western Region,2,20-30%,1,0-35,0,60,1,Withdrawn,-107,0
FFF,2013J,577389,1,North Region,2,40-50%,1,0-35,0,60,1,Fail,13,1
FFF,2013J,577396,1,West Midlands Region,2,70-80%,1,0-35,0,60,1,Withdrawn,-169,0
FFF,2013J,577404,2,London Region,3,Oct-20,1,0-35,0,120,1,Distinction,-176,1
FFF,2013J,577454,1,London Region,3,90-100%,1,0-35,0,90,1,Withdrawn,-109,0
FFF,2013J,577476,1,Ireland,3,90-100%,1,0-35,0,90,1,Pass,-149,1
FFF,2013J,577533,1,East Midlands Region,3,30-40%,1,0-35,0,120,1,Withdrawn,-172,0
FFF,2013J,577605,1,Scotland,3,70-80%,1,0-35,0,120,1,Pass,-156,1
FFF,2013J,577607,1,Ireland,2,50-60%,1,0-35,0,90,1,Fail,-128,1
FFF,2013J,577640,1,East Anglian Region,2,70-80%,1,0-35,0,60,2,Withdrawn,-79,0
FFF,2013J,577673,1,Scotland,,50-60%,1,0-35,0,120,2,Withdrawn,-141,0
FFF,2013J,577688,1,West Midlands Region,2,30-40%,1,0-35,0,90,1,Withdrawn,-172,1
FFF,2013J,577721,1,Ireland,2,50-60%,1,0-35,0,150,1,Withdrawn,-144,0
FFF,2013J,577763,1,Scotland,2,20-30%,2,35-55,0,60,1,Pass,-99,1
FFF,2013J,577764,2,West Midlands Region,2,80-90%,1,0-35,0,120,1,Distinction,-149,1
FFF,2013J,577797,1,South West Region,2,Oct-20,1,0-35,0,60,1,Withdrawn,-172,0
FFF,2013J,577867,1,North Western Region,2,60-70%,1,0-35,0,60,1,Pass,-149,1
FFF,2013J,577922,1,South Region,3,90-100%,1,0-35,0,60,1,Distinction,-124,1
FFF,2013J,577959,1,South West Region,3,80-90%,1,0-35,0,120,1,Distinction,-102,1
FFF,2013J,577999,2,Yorkshire Region,2,30-40%,1,0-35,0,60,1,Distinction,-148,1
FFF,2013J,578050,1,Ireland,3,70-80%,1,0-35,0,90,1,Pass,-19,1
FFF,2013J,578152,1,Wales,2,90-100%,1,0-35,0,90,1,Withdrawn,-85,0
FFF,2013J,578199,1,Scotland,3,Oct-20,1,0-35,0,90,1,Pass,-74,1
FFF,2013J,578208,1,North Western Region,2,20-30%,1,0-35,0,75,1,Withdrawn,-158,0
FFF,2013J,578258,1,South West Region,2,20-30%,1,0-35,0,180,1,Withdrawn,-9,0
FFF,2013J,578259,1,East Midlands Region,3,80-90%,1,0-35,0,120,1,Withdrawn,-144,1
FFF,2013J,578276,2,North Western Region,3,60-70%,1,0-35,0,120,1,Fail,-60,1
FFF,2013J,578281,1,East Midlands Region,3,70-80%,1,0-35,0,150,1,Distinction,-144,1
FFF,2013J,578492,1,East Anglian Region,2,30-40%,1,0-35,0,90,1,Pass,-67,1
FFF,2013J,578497,1,South Region,3,90-100%,1,0-35,0,60,1,Distinction,-135,1
FFF,2013J,578519,1,East Anglian Region,3,90-100%,2,35-55,0,180,1,Pass,-96,1
FFF,2013J,578547,1,South West Region,2,40-50%,1,0-35,0,60,1,Fail,-132,1
FFF,2013J,578550,1,East Anglian Region,2,40-50%,2,35-55,0,90,1,Withdrawn,-129,0
FFF,2013J,578561,1,Wales,2,50-60%,2,35-55,0,60,1,Fail,-106,1
FFF,2013J,578599,1,North Western Region,2,0-10%,1,0-35,0,60,1,Withdrawn,-169,0
FFF,2013J,578649,1,London Region,2,30-40%,1,0-35,0,60,1,Withdrawn,-72,0
FFF,2013J,578744,1,North Region,3,60-70%,1,0-35,0,120,1,Pass,-60,1
FFF,2013J,579038,1,London Region,2,Oct-20,2,35-55,0,120,1,Pass,-136,1
FFF,2013J,579064,1,West Midlands Region,2,Oct-20,1,0-35,0,60,1,Withdrawn,-148,0
FFF,2013J,579069,1,London Region,2,20-30%,2,35-55,0,120,1,Withdrawn,-165,0
FFF,2013J,579115,1,Wales,2,0-10%,1,0-35,0,60,1,Fail,-65,1
FFF,2013J,579176,2,Scotland,,40-50%,2,35-55,0,75,1,Pass,-59,1
FFF,2013J,579257,1,South East Region,3,90-100%,1,0-35,0,60,1,Pass,-88,1
FFF,2013J,579278,1,South West Region,2,30-40%,1,0-35,0,60,1,Pass,-135,1
FFF,2013J,579307,1,North Region,2,Oct-20,1,0-35,0,60,1,Withdrawn,-157,0
FFF,2013J,579354,2,Scotland,2,60-70%,1,0-35,0,60,1,Withdrawn,-81,0
FFF,2013J,579361,1,East Midlands Region,2,60-70%,2,35-55,0,120,1,Withdrawn,-144,1
